Word,DominantModality,VisualStrengthMean,HapticStrengthMean,AuditoryStrengthMean,GustatoryStrengthMean,OlfactoryStrengthMean,ModalityExclusivity,POS,spoken,academic,news,magazine,fiction
abrasive,Haptic,2.894736842,3.684210526,1.684210526,0.578947368,0.578947368,0.329608939,Adj,1,5,0,4,4
absorbent,Visual,4.142857143,3.142857143,0.714285714,0.476190476,0.476190476,0.409574468,Adj,0,11,1,6,2
aching,Haptic,2.047619048,3.666666667,0.666666667,0.047619048,0.095238095,0.554744526,Adj,2,3,1,4,21
acidic,Gustatory,2.19047619,1.142857143,0.476190476,4.19047619,2.904761905,0.340611354,Adj,0,3,1,12,0
acrid,Olfactory,1.125,0.625,0.375,3.0,3.5,0.362318841,Adj,0,2,1,1,21
adhesive,Haptic,3.666666667,4.333333333,1.19047619,0.904761905,1.761904762,0.289156627,Adj,0,7,2,10,9
alcoholic,Gustatory,2.85,0.35,0.75,4.35,4.3,0.317460317,Adj,10,70,4,7,16
alive,Visual,4.571428571,3.80952381,4.095238095,1.571428571,2.380952381,0.182608696,Adj,70,135,42,134,296
amber,Visual,4.476190476,0.523809524,0.142857143,0.571428571,0.857142857,0.65942029,Adj,0,5,2,10,57
angular,Visual,4.285714286,4.095238095,0.25,0.047619048,0.047619048,0.485675307,Adj,0,19,1,9,13
antiseptic,Olfactory,1.666666667,0.9,0.142857143,1.761904762,3.952380952,0.4522329,Adj,0,6,0,4,6
aromatic,Olfactory,1.3,0.333333333,0.285714286,3.380952381,4.523809524,0.431410567,Adj,0,5,3,16,5
astringent,Gustatory,1.625,0.5,0.375,1.75,1.25,0.25,Adj,0,0,0,4,1
audible,Auditory,1.142857143,0.285714286,4.952380952,0.047619048,0.047619048,0.757352941,Adj,0,10,1,11,20
banging,Auditory,3.047619048,1.333333333,4.523809524,0.0,0.047619048,0.505319149,Adj,1,2,1,0,4
barbecued,Gustatory,4.619047619,1.380952381,1.571428571,4.952380952,4.666666667,0.207756233,Adj,3,1,2,3,2
barking,Auditory,3.380952381,0.476190476,5.0,0.142857143,0.523809524,0.51,Adj,0,3,0,8,8
beautiful,Visual,4.619047619,2.761904762,2.904761905,2.80952381,2.80952381,0.116766467,Adj,93,197,46,267,493
beeping,Auditory,1.428571429,0.142857143,4.857142857,0.0,0.047619048,0.75,Adj,0,0,0,2,5
beery,Gustatory,3.157894737,0.894736842,0.631578947,4.263157895,3.526315789,0.291139241,Adj,0,1,0,0,1
beige,Visual,4.476190476,0.095238095,0.095238095,0.047619048,0.095238095,0.920792079,Adj,1,3,3,11,22
bent,Visual,4.619047619,4.095238095,0.0,0.047619048,0.0,0.527173913,Adj,0,9,5,16,16
big,Visual,4.857142857,4.380952381,1.714285714,0.857142857,0.428571429,0.361867704,Adj,922,447,452,1344,1370
biscuity,Gustatory,3.476190476,2.238095238,0.904761905,4.952380952,3.0,0.277777778,Adj,0,0,0,0,0
bitter,Gustatory,0.857142857,0.095238095,0.19047619,4.904761905,2.904761905,0.537234043,Adj,25,67,22,44,68
black,Visual,4.571428571,0.095238095,0.142857143,0.095238095,0.142857143,0.886792453,Adj,348,1898,300,1362,1341
bland,Gustatory,2.095238095,0.428571429,0.80952381,4.80952381,3.619047619,0.372469636,Adj,2,10,9,19,11
blaring,Auditory,1.3,0.45,4.5,0.2,0.2,0.646616541,Adj,0,1,1,0,5
bleeping,Auditory,1.666666667,0.19047619,4.952380952,0.095238095,0.142857143,0.689189189,Adj,0,0,1,0,0
blonde,Visual,4.80952381,0.047619048,0.19047619,0.047619048,0.142857143,0.909090909,Adj,3,5,2,5,77
bloody,Visual,4.714285714,1.857142857,0.7,1.285714286,1.142857143,0.413843888,Adj,36,51,14,33,111
blotchy,Visual,4.619047619,1.666666667,0.428571429,0.380952381,0.238095238,0.597402597,Adj,1,0,0,1,4
blue,Visual,4.761904762,0.238095238,0.761904762,0.0,0.19047619,0.8,Adj,54,225,99,437,754
blunt,Haptic,4.571428571,4.714285714,0.904761905,0.25,0.19047619,0.425531915,Adj,7,16,2,17,21
boiling,Visual,4.428571429,4.047619048,2.761904762,2.095238095,1.0,0.239202658,Adj,7,13,10,34,16
booming,Auditory,2.095238095,0.952380952,4.571428571,0.095238095,0.095238095,0.573170732,Adj,9,13,8,30,12
bouncy,Haptic,3.571428571,3.666666667,2.0,0.0,0.0,0.396907216,Adj,0,1,0,4,3
brackish,Haptic,2.0,3.0,1.5,1.5,2.0,0.15,Adj,0,9,0,3,2
branching,Visual,4.1,2.45,1.2,0.05,0.1,0.512658228,Adj,0,14,0,13,5
breakable,Visual,4.285714286,4.238095238,2.095238095,0.095238095,0.095238095,0.387665198,Adj,0,0,1,3,0
breezy,Visual,3.0,2.761904762,2.952380952,0.047619048,0.571428571,0.316326531,Adj,1,2,3,8,3
bright,Visual,5.0,0.19047619,0.142857143,0.047619048,0.095238095,0.904347826,Adj,28,108,43,200,366
brilliant,Visual,3.952380952,2.19047619,3.0,2.523809524,2.095238095,0.134948097,Adj,17,94,18,99,81
briny,Gustatory,2.153846154,1.538461538,0.846153846,3.230769231,2.153846154,0.240310078,Adj,0,1,2,1,3
bristly,Haptic,4.3,4.65,1.95,1.05,0.2,0.366255144,Adj,0,1,0,2,1
brittle,Haptic,3.428571429,3.952380952,1.523809524,0.380952381,0.047619048,0.418367347,Adj,0,3,2,12,18
broad,Visual,4.047619048,3.095238095,0.952380952,0.19047619,0.285714286,0.45,Adj,25,524,61,140,126
broken,Visual,4.857142857,4.333333333,3.19047619,0.476190476,0.476190476,0.328571429,Adj,29,102,43,120,225
bronze,Visual,4.333333333,0.80952381,0.142857143,0.285714286,0.619047619,0.676923077,Adj,0,0,0,0,0
brown,Visual,4.714285714,0.19047619,0.095238095,0.333333333,0.238095238,0.829059829,Adj,15,110,50,234,338
brunette,Visual,4.8,0.0,0.1,0.0,0.0,0.979591837,Adj,0,0,0,0,0
bulky,Visual,4.428571429,3.761904762,0.571428571,0.333333333,0.095238095,0.471502591,Adj,0,6,1,31,16
bumpy,Haptic,4.095238095,4.476190476,1.238095238,0.65,0.047619048,0.421481985,Adj,2,3,1,15,11
burning,Olfactory,4.047619048,3.619047619,1.714285714,2.523809524,4.428571429,0.166180758,Adj,21,94,34,84,121
burnt,Olfactory,4.19047619,2.380952381,0.476190476,4.047619048,4.571428571,0.261398176,Adj,1,8,0,17,20
bursting,Visual,4.238095238,3.238095238,2.761904762,1.19047619,1.0,0.260536398,Adj,0,2,0,2,4
buttery,Gustatory,3.095238095,1.80952381,0.095238095,4.904761905,3.19047619,0.367272727,Adj,0,1,1,8,2
buzzing,Auditory,1.80952381,1.714285714,4.714285714,0.142857143,0.047619048,0.553672316,Adj,3,1,3,9,15
caramelized,Gustatory,3.523809524,1.428571429,0.285714286,4.380952381,3.904761905,0.302816901,Adj,0,0,0,1,3
charred,Visual,3.684210526,1.684210526,0.157894737,2.421052632,3.315789474,0.313084112,Adj,0,3,2,5,7
cheesy,Gustatory,3.047619048,0.476190476,0.666666667,4.714285714,4.19047619,0.323636364,Adj,1,1,1,6,4
checkered,Visual,4.473684211,0.263157895,0.105263158,0.0,0.0,0.923913043,Adj,2,3,0,5,9
chewy,Gustatory,2.571428571,2.047619048,1.333333333,4.476190476,0.619047619,0.349137931,Adj,0,2,2,5,5
chilly,Haptic,2.952380952,4.19047619,0.666666667,1.285714286,0.571428571,0.374384236,Adj,2,4,9,19,40
chocolatey,Gustatory,4.19047619,1.0,0.333333333,4.952380952,4.523809524,0.307936508,Adj,0,0,0,0,0
chubby,Visual,4.952380952,4.095238095,0.428571429,0.19047619,0.571428571,0.465116279,Adj,0,0,1,3,12
circular,Visual,4.761904762,3.857142857,0.142857143,0.095238095,0.0,0.537634409,Adj,3,45,1,36,35
citrusy,Gustatory,2.571428571,0.571428571,0.047619048,5.0,3.952380952,0.407843137,Adj,0,0,0,1,0
clammy,Haptic,2.75,4.35,0.4,0.6,1.45,0.413612565,Adj,0,1,0,0,7
clamorous,Haptic,2.25,2.875,2.375,0.125,0.875,0.323529412,Adj,0,4,0,1,0
clean,Visual,4.619047619,3.333333333,0.571428571,1.80952381,3.80952381,0.286195286,Adj,36,175,79,283,211
clear,Visual,4.523809524,1.238095238,2.523809524,0.571428571,1.047619048,0.399038462,Adj,270,1317,129,460,398
cloudy,Visual,4.714285714,0.285714286,0.142857143,0.333333333,0.142857143,0.813559322,Adj,2,7,3,19,18
cloying,Gustatory,1.666666667,1.75,0.333333333,3.333333333,2.333333333,0.318584071,Adj,0,1,0,4,4
coconutty,Gustatory,3.619047619,1.523809524,0.19047619,4.666666667,3.619047619,0.328671329,Adj,0,0,0,0,0
cold,Haptic,2.857142857,4.666666667,0.761904762,2.380952381,0.952380952,0.336065574,Adj,64,437,61,413,585
colossal,Visual,4.875,2.294117647,1.6875,0.3125,0.5625,0.468832641,Adj,2,11,4,11,3
colorful,Visual,4.80952381,0.238095238,0.19047619,0.333333333,0.428571429,0.76984127,Adj,5,43,16,94,32
compact,Visual,4.761904762,2.904761905,0.476190476,0.285714286,0.19047619,0.53038674,Adj,9,49,13,83,16
conical,Visual,4.692307692,4.076923077,0.153846154,0.076923077,0.0,0.521367521,Adj,0,14,0,4,7
contoured,Visual,4.15,3.6,0.35,0.05,0.1,0.496969697,Adj,0,1,0,6,2
cooing,Auditory,2.157894737,0.105263158,4.842105263,0.0,0.0,0.68148148099999994,Adj,0,1,0,0,4
cool,Haptic,2.428571429,4.333333333,0.380952381,1.857142857,0.285714286,0.435897436,Adj,46,72,61,285,282
crackling,Auditory,2.80952381,1.380952381,4.285714286,1.333333333,0.904761905,0.315555556,Adj,0,1,1,3,9
craggy,Visual,3.466666667,2.666666667,1.0,0.133333333,0.133333333,0.45045045,Adj,0,2,2,5,4
crashing,Visual,4.619047619,1.238095238,4.571428571,0.142857143,0.523809524,0.403433476,Adj,2,5,0,9,12
creaking,Auditory,2.047619048,1.142857143,4.476190476,0.0,0.0,0.583850932,Adj,0,1,0,1,21
creamy,Gustatory,3.80952381,2.761904762,0.19047619,4.476190476,2.380952381,0.314685315,Adj,2,3,8,33,10
creased,Visual,4.7,3.65,0.15,0.15,0.15,0.517045455,Adj,0,1,1,3,8
crimson,Visual,4.428571429,0.285714286,0.19047619,0.047619048,0.095238095,0.867924528,Adj,1,2,2,17,29
crinkled,Visual,4.619047619,4.619047619,2.714285714,0.904761905,0.238095238,0.334545455,Adj,0,0,0,4,2
crisp,Haptic,3.095238095,3.380952381,2.047619048,2.666666667,1.142857143,0.181467181,Adj,2,15,16,69,40
crooked,Visual,4.476190476,3.571428571,0.619047619,0.19047619,0.142857143,0.481481481,Adj,1,4,5,14,42
crowded,Visual,4.619047619,2.285714286,3.714285714,0.0,0.761904762,0.405857741,Adj,10,64,25,40,81
crunching,Auditory,2.142857143,2.142857143,3.714285714,3.047619048,0.428571429,0.286307054,Adj,0,0,0,2,0
crying,Auditory,4.428571429,1.238095238,4.476190476,0.142857143,0.047619048,0.428571429,Adj,2,5,0,11,13
curly,Visual,4.761904762,3.857142857,0.0,0.285714286,0.0,0.534759358,Adj,1,1,2,11,48
curved,Visual,4.5,3.95,0.1,0.105263158,0.0,0.519914868,Adj,2,18,3,17,42
cute,Visual,4.761904762,1.666666667,3.142857143,0.380952381,0.80952381,0.407079646,Adj,12,5,6,34,77
damp,Haptic,3.80952381,4.142857143,0.380952381,0.380952381,3.142857143,0.317269076,Adj,1,4,2,54,84
dank,Visual,3.466666667,1.176470588,0.866666667,0.733333333,2.8,0.302254987,Adj,0,0,0,2,8
dappled,Visual,4.0,1.857142857,0.571428571,0.214285714,0.285714286,0.546391753,Adj,0,1,0,6,7
dark,Visual,4.428571429,0.19047619,0.714285714,0.523809524,0.19047619,0.700787402,Adj,38,237,54,397,1041
dazzling,Visual,4.904761905,0.380952381,0.619047619,0.095238095,0.238095238,0.770992366,Adj,2,11,4,15,20
dead,Visual,4.095238095,2.428571429,1.380952381,0.238095238,2.333333333,0.368181818,Adj,141,384,93,276,859
deafening,Auditory,1.238095238,0.19047619,5.0,0.047619048,0.0,0.772058824,Adj,4,4,2,8,9
deep,Visual,4.428571429,3.619047619,2.095238095,0.285714286,0.380952381,0.383259912,Adj,55,414,80,438,542
delicious,Gustatory,3.380952381,1.333333333,1.333333333,4.714285714,4.19047619,0.22611465,Adj,14,6,19,76,40
dim,Visual,4.333333333,0.095238095,0.80952381,0.25,0.19047619,0.746331237,Adj,0,20,9,22,71
dirty,Visual,4.80952381,2.714285714,0.476190476,1.285714286,3.523809524,0.338289963,Adj,37,58,20,80,146
downy,Visual,3.333333333,2.75,0.133333333,0.133333333,0.0,0.524934383,Adj,0,0,0,6,3
drab,Visual,4.105263158,1.105263158,1.263157895,1.368421053,0.736842105,0.392638037,Adj,0,6,1,4,12
dry,Haptic,3.571428571,4.285714286,0.333333333,2.523809524,0.428571429,0.354700855,Adj,23,212,35,264,196
dull,Visual,4.285714286,0.571428571,2.333333333,1.238095238,1.19047619,0.386138614,Adj,4,26,2,26,78
dusty,Visual,4.285714286,3.380952381,0.05,0.380952381,1.19047619,0.456036914,Adj,1,8,8,29,67
earthy,Visual,3.952380952,3.428571429,1.047619048,2.0,3.095238095,0.214788732,Adj,0,3,4,6,7
echoing,Auditory,0.523809524,0.333333333,4.714285714,0.0,0.0,0.846153846,Adj,1,10,2,1,16
eggy,Gustatory,2.857142857,1.047619048,0.142857143,4.380952381,4.333333333,0.332089552,Adj,0,0,0,0,0
elastic,Haptic,3.80952381,4.571428571,1.952380952,0.619047619,0.666666667,0.340163934,Adj,1,35,3,14,11
elegant,Visual,4.761904762,1.523809524,1.857142857,0.666666667,1.095238095,0.413461538,Adj,9,51,19,93,57
empty,Visual,4.75,3.6,1.65,0.25,0.15,0.442307692,Adj,25,119,36,120,487
enormous,Visual,4.761904762,3.857142857,1.19047619,0.095238095,0.333333333,0.455813953,Adj,70,233,38,145,119
faint,Visual,2.761904762,0.619047619,2.333333333,1.428571429,1.857142857,0.238095238,Adj,3,20,3,29,119
falling,Visual,4.857142857,1.80952381,3.0,0.19047619,0.19047619,0.464454976,Adj,5,39,12,42,58
fat,Visual,4.619047619,3.761904762,0.380952381,1.55,0.952380952,0.376241809,Adj,40,81,60,387,209
fatty,Gustatory,3.666666667,1.857142857,0.333333333,4.380952381,1.714285714,0.338645418,Adj,3,8,0,68,2
feverish,Haptic,2.857142857,3.19047619,0.666666667,0.238095238,0.285714286,0.407894737,Adj,0,3,2,9,17
filthy,Visual,4.857142857,2.0,0.380952381,0.238095238,2.428571429,0.466346154,Adj,1,5,4,11,37
fishy,Olfactory,3.380952381,0.952380952,0.285714286,4.476190476,4.571428571,0.31358885,Adj,7,0,1,5,4
flaky,Haptic,3.761904762,3.952380952,1.19047619,1.714285714,0.333333333,0.330434783,Adj,2,1,5,4,3
flat,Visual,4.523809524,4.142857143,0.857142857,0.523809524,0.047619048,0.443396226,Adj,38,126,29,187,175
flavorsome,Gustatory,1.904761905,0.428571429,0.19047619,4.857142857,4.238095238,0.401639344,Adj,0,0,0,0,0
fleshy,Visual,4.285714286,3.571428571,0.095238095,2.15,0.904761905,0.38070517,Adj,0,2,1,18,7
flickering,Visual,4.761904762,0.571428571,1.285714286,0.095238095,0.095238095,0.685314685,Adj,0,3,2,1,26
floppy,Visual,4.238095238,4.19047619,0.142857143,0.238095238,0.142857143,0.457446809,Adj,0,3,4,43,6
floral,Visual,4.80952381,1.523809524,0.142857143,1.35,3.80952381,0.401064047,Adj,1,52,6,54,11
flowery,Visual,4.428571429,1.857142857,0.0,0.571428571,3.904761905,0.411504425,Adj,1,3,0,9,3
fluffy,Haptic,4.047619048,4.571428571,0.333333333,1.095238095,0.333333333,0.408256881,Adj,0,2,2,28,16
foamy,Visual,4.523809524,3.666666667,0.285714286,1.19047619,0.428571429,0.419811321,Adj,0,0,0,3,1
fetid,Olfactory,2.25,1.25,0.0,2.25,2.25,0.28125,Adj,0,2,1,4,8
foggy,Visual,4.761904762,0.80952381,0.333333333,0.095238095,0.476190476,0.720588235,Adj,0,2,2,7,18
forked,Visual,4.047619048,3.428571429,0.285714286,0.238095238,0.095238095,0.488235294,Adj,0,0,0,2,4
fragrant,Olfactory,0.952380952,0.238095238,0.238095238,2.761904762,5.0,0.518134715,Adj,1,7,3,48,20
freezing,Haptic,3.952380952,4.761904762,0.666666667,2.095238095,0.619047619,0.342519685,Adj,3,18,6,37,40
fresh,Olfactory,3.952380952,2.428571429,1.0,4.095238095,4.523809524,0.220238095,Adj,38,230,98,457,197
frosty,Visual,4.047619048,3.761904762,1.047619048,0.952380952,0.857142857,0.299107143,Adj,0,4,0,6,12
fruity,Gustatory,3.238095238,0.904761905,0.238095238,4.761904762,4.428571429,0.333333333,Adj,0,0,1,3,1
fuzzy,Visual,3.666666667,3.047619048,1.571428571,0.285714286,0.0,0.427777778,Adj,4,8,5,38,24
gamy,Haptic,2.785714286,2.785714286,0.428571429,2.214285714,2.071428571,0.229166667,Adj,0,0,0,0,0
garlicky,Gustatory,2.142857143,0.142857143,0.142857143,4.952380952,4.428571429,0.407258065,Adj,0,0,2,4,1
gigantic,Visual,4.714285714,3.285714286,1.380952381,0.142857143,0.19047619,0.470588235,Adj,5,19,8,7,38
giggling,Auditory,3.952380952,0.571428571,4.714285714,0.0,0.0,0.510309278,Adj,0,0,1,2,4
glamorous,Visual,4.666666667,1.571428571,1.714285714,0.238095238,1.238095238,0.46969697,Adj,2,7,5,17,11
gleaming,Visual,4.571428571,0.761904762,0.523809524,0.238095238,0.619047619,0.645390071,Adj,0,5,6,13,58
glistening,Visual,4.380952381,0.619047619,0.952380952,0.142857143,0.19047619,0.674242424,Adj,0,2,4,5,25
glittery,Visual,4.666666667,2.0,0.761904762,0.047619048,0.095238095,0.610062893,Adj,0,0,1,4,7
globular,Visual,4.444444444,3.166666667,0.777777778,0.888888889,0.333333333,0.427745665,Adj,0,3,0,6,5
glossy,Visual,4.80952381,3.761904762,0.380952381,0.476190476,0.333333333,0.458536585,Adj,1,9,8,28,24
glowing,Visual,4.571428571,0.523809524,0.428571429,0.142857143,0.285714286,0.744,Adj,2,10,5,22,62
gold,Visual,4.523809524,1.047619048,0.142857143,0.142857143,0.238095238,0.71875,Adj,19,84,45,162,161
gooey,Haptic,4.238095238,4.666666667,1.571428571,2.619047619,0.714285714,0.286206897,Adj,0,0,0,5,8
gorgeous,Visual,4.904761905,2.19047619,1.476190476,2.523809524,2.857142857,0.245733788,Adj,10,1,8,34,44
grainy,Haptic,3.428571429,4.19047619,1.238095238,2.333333333,0.476190476,0.318367347,Adj,0,1,1,9,11
grassy,Visual,4.619047619,3.238095238,0.2,0.333333333,3.0,0.387959866,Adj,0,6,7,25,22
greasy,Haptic,3.761904762,3.952380952,0.19047619,3.80952381,2.333333333,0.26779661,Adj,1,2,5,14,38
green,Visual,4.952380952,0.380952381,0.238095238,0.523809524,0.714285714,0.692307692,Adj,53,366,119,628,561
gray,Visual,4.761904762,0.047619048,0.380952381,0.095238095,0.285714286,0.846153846,Adj,10,74,25,127,352
gritty,Haptic,3.476190476,4.333333333,1.857142857,1.857142857,0.19047619,0.353658537,Adj,2,2,8,5,10
groaning,Auditory,2.142857143,0.142857143,4.476190476,0.0,0.047619048,0.657342657,Adj,0,1,0,2,3
grotesque,Visual,4.380952381,2.857142857,1.761904762,2.761904762,3.0,0.177419355,Adj,2,30,2,8,12
growling,Auditory,3.047619048,0.19047619,4.619047619,0.095238095,0.19047619,0.555555556,Adj,0,0,0,4,6
grubby,Visual,4.666666667,2.333333333,0.142857143,0.19047619,2.142857143,0.477386935,Adj,0,2,1,3,4
gurgling,Auditory,3.238095238,0.714285714,4.380952381,0.476190476,0.523809524,0.418367347,Adj,0,0,0,2,7
hairy,Visual,4.476190476,4.428571429,0.19047619,0.19047619,0.19047619,0.452261307,Adj,1,3,4,12,27
handsome,Visual,4.952380952,1.428571429,0.904761905,0.333333333,1.380952381,0.513227513,Adj,3,22,16,67,107
happy,Visual,4.333333333,1.238095238,3.619047619,1.142857143,1.285714286,0.274590164,Adj,189,165,103,270,442
hard,Haptic,3.904761905,4.714285714,1.285714286,1.0,0.095238095,0.41991342,Adj,432,728,216,958,860
harsh,Auditory,3.19047619,2.523809524,3.333333333,2.285714286,1.80952381,0.115942029,Adj,10,72,12,46,47
hazy,Visual,4.380952381,0.142857143,0.952380952,0.0,0.476190476,0.736,Adj,0,4,3,8,25
heavy,Haptic,3.523809524,3.904761905,1.714285714,0.571428571,0.238095238,0.368421053,Adj,51,323,83,351,349
herby,Gustatory,2.80952381,0.761904762,0.047619048,4.80952381,4.142857143,0.378787879,Adj,0,0,0,0,0
high,Visual,4.380952381,2.285714286,2.476190476,0.285714286,0.285714286,0.421568627,Adj,385,4437,510,1445,720
hissing,Auditory,2.095238095,0.333333333,4.523809524,0.047619048,0.047619048,0.635135135,Adj,0,0,0,4,11
hoarse,Auditory,1.55,1.45,3.9,0.35,0.15,0.506756757,Adj,0,1,0,3,15
hollow,Visual,4.380952381,4.142857143,3.857142857,0.571428571,0.095238095,0.328467153,Adj,3,21,4,18,56
honeyed,Gustatory,3.047619048,1.333333333,0.333333333,4.095238095,3.571428571,0.303846154,Adj,0,0,0,1,2
hot,Haptic,3.333333333,4.857142857,1.047619048,4.428571429,1.666666667,0.248447205,Adj,80,180,141,574,466
howling,Auditory,2.80952381,0.142857143,4.952380952,0.142857143,0.142857143,0.587209302,Adj,1,2,2,6,18
huge,Visual,4.95,3.714285714,1.428571429,0.380952381,0.333333333,0.427186605,Adj,164,221,109,357,311
humid,Haptic,1.761904762,3.285714286,0.238095238,0.476190476,1.428571429,0.42384106,Adj,1,7,3,20,30
hushed,Auditory,1.80952381,0.142857143,4.380952381,0.0,0.047619048,0.686567164,Adj,0,1,0,2,14
husky,Auditory,1.285714286,0.571428571,4.619047619,0.333333333,0.714285714,0.569620253,Adj,0,1,4,1,20
icy,Visual,4.523809524,4.428571429,1.238095238,1.904761905,0.619047619,0.307116105,Adj,8,7,4,33,55
immense,Visual,4.0,2.095238095,2.333333333,1.619047619,1.666666667,0.203252033,Adj,7,84,8,35,36
insipid,Visual,1.714285714,0.428571429,0.285714286,0.857142857,1.428571429,0.303030303,Adj,1,2,1,2,2
itchy,Haptic,3.142857143,4.80952381,1.285714286,0.333333333,0.285714286,0.458937198,Adj,0,5,2,7,10
jagged,Haptic,4.714285714,4.761904762,0.619047619,0.476190476,0.238095238,0.418502203,Adj,0,3,3,11,32
jammy,Gustatory,3.333333333,1.523809524,0.238095238,4.714285714,2.476190476,0.364341085,Adj,0,0,0,0,0
jingling,Auditory,2.95,1.1,4.95,0.15,0.15,0.516129032,Adj,0,0,0,1,4
juicy,Gustatory,3.619047619,2.19047619,1.428571429,4.857142857,2.80952381,0.230031949,Adj,2,4,8,28,11
khaki,Visual,4.95,0.55,0.3,0.1,0.25,0.788617886,Adj,0,0,1,6,17
large,Visual,4.857142857,4.19047619,1.476190476,0.571428571,0.380952381,0.390041494,Adj,187,2332,256,1256,592
laughing,Auditory,4.333333333,0.55,4.714285714,0.047619048,0.047619048,0.481454188,Adj,7,2,1,14,63
leathery,Haptic,4.142857143,4.571428571,0.523809524,0.380952381,2.857142857,0.335877863,Adj,0,2,2,11,10
lemony,Gustatory,2.904761905,0.714285714,0.0,4.952380952,3.714285714,0.403100775,Adj,0,0,3,3,4
light,Visual,4.142857143,2.380952381,1.0,1.571428571,1.0,0.311320755,Adj,74,621,80,686,717
lilting,Visual,2.545454545,1.416666667,2.272727273,0.363636364,0.545454545,0.305408271,Adj,0,1,3,1,4
lithe,Visual,4.166666667,3.0,0.0,0.166666667,0.166666667,0.555555556,Adj,0,0,0,3,12
little,Visual,4.666666667,3.238095238,0.380952381,0.095238095,0.0,0.556818182,Adj,725,1231,273,1213,2136
long,Visual,4.761904762,3.904761905,0.714285714,0.0,0.0,0.507614213,Adj,524,1428,344,1247,1880
loose,Visual,4.142857143,3.80952381,0.380952381,0.047619048,0.142857143,0.480446927,Adj,25,61,29,110,199
loud,Auditory,1.571428571,0.238095238,4.952380952,0.238095238,0.095238095,0.684563758,Adj,23,56,18,64,222
low,Visual,4.285714286,2.523809524,1.904761905,0.142857143,0.142857143,0.46031746,Adj,97,1758,101,572,340
lukewarm,Haptic,0.714285714,4.714285714,0.238095238,2.571428571,0.714285714,0.5,Adj,1,3,1,7,7
lumpy,Haptic,4.428571429,4.476190476,0.714285714,2.523809524,0.285714286,0.337164751,Adj,0,0,1,9,12
lush,Visual,4.047619048,3.0,0.857142857,2.952380952,3.0,0.23024055,Adj,2,8,10,47,28
malty,Gustatory,1.842105263,0.789473684,0.0,3.842105263,2.736842105,0.417142857,Adj,0,0,0,0,0
meaty,Gustatory,3.761904762,1.619047619,0.095238095,4.80952381,3.285714286,0.347368421,Adj,0,0,3,4,7
medicinal,Visual,3.2,0.75,0.6,2.45,2.35,0.278074866,Adj,3,20,1,25,3
mellow,Visual,3.142857143,0.428571429,2.714285714,1.047619048,0.80952381,0.333333333,Adj,1,1,2,18,4
melodious,Auditory,0.842105263,0.526315789,4.842105263,0.368421053,0.368421053,0.643939394,Adj,0,4,0,1,5
melted,Visual,4.857142857,3.857142857,0.857142857,2.714285714,1.571428571,0.288659794,Adj,1,2,6,13,7
meowing,Auditory,2.571428571,0.19047619,4.952380952,0.095238095,0.380952381,0.593023256,Adj,0,0,0,0,0
metal,Visual,4.523809524,4.238095238,2.666666667,1.285714286,1.238095238,0.235494881,Adj,0,0,0,0,0
mild,Gustatory,2.19047619,1.380952381,1.761904762,3.619047619,2.619047619,0.193415638,Adj,6,113,14,89,45
miniature,Visual,4.571428571,3.333333333,0.428571429,0.142857143,0.19047619,0.510989011,Adj,1,49,7,51,54
minty,Gustatory,1.714285714,0.142857143,0.0,4.952380952,3.952380952,0.460176991,Adj,0,0,0,2,1
misty,Visual,4.714285714,1.095238095,0.571428571,0.476190476,0.952380952,0.542682927,Adj,0,7,1,5,16
moaning,Auditory,3.0,0.19047619,4.952380952,0.142857143,0.142857143,0.570621469,Adj,0,0,11,2,6
moist,Haptic,3.666666667,4.380952381,1.428571429,2.857142857,1.714285714,0.210169492,Adj,6,26,16,57,29
motionless,Visual,4.571428571,2.523809524,1.714285714,0.0,0.047619048,0.516129032,Adj,0,5,0,7,52
mottled,Visual,4.363636364,1.333333333,0.636363636,0.636363636,0.727272727,0.484251969,Adj,0,3,0,10,12
moldy,Visual,4.380952381,1.80952381,0.047619048,3.0,3.476190476,0.34082397,Adj,0,1,0,5,8
muddy,Visual,4.523809524,3.523809524,1.380952381,0.761904762,2.238095238,0.302681992,Adj,1,19,3,24,54
muffled,Auditory,1.380952381,0.428571429,4.476190476,0.333333333,0.333333333,0.595890411,Adj,0,2,0,2,41
muggy,Visual,3.176470588,1.352941176,0.764705882,0.647058824,1.588235294,0.3359375,Adj,0,0,1,2,11
mumbling,Auditory,1.904761905,0.238095238,4.904761905,0.095238095,0.142857143,0.660130719,Adj,0,0,0,0,2
murky,Visual,4.380952381,0.857142857,0.571428571,0.428571429,1.571428571,0.506097561,Adj,4,8,4,16,19
murmuring,Auditory,2.19047619,0.238095238,4.857142857,0.095238095,0.142857143,0.632911392,Adj,0,1,0,1,1
mushroomy,Gustatory,3.857142857,1.761904762,0.047619048,4.761904762,3.0,0.35106383,Adj,0,0,0,0,0
mushy,Haptic,3.857142857,4.428571429,1.904761905,3.238095238,0.523809524,0.279863481,Adj,0,1,2,6,5
musky,Olfactory,1.947368421,0.157894737,0.368421053,2.052631579,4.263157895,0.467065868,Adj,0,0,0,1,2
musty,Olfactory,3.210526316,0.631578947,0.473684211,1.736842105,4.315789474,0.370558376,Adj,0,0,2,6,12
